loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,issue_date_year,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,earlies_credit_mon,title,policy_code,f0,f1,f2,f3,f4,early_return,early_return_amount,early_return_amount_3mon,isDefault,issue_date_month,issue_date_day
0,2997,1,5,1,1,C,2,13,3,0,1,2018,0,399,37,0,0,0,0,16,0,0,0,1,0,1,325,0,1,4,0,19,10,4,0,676,0,0,10,1
0,2995,1,3,1,1,C,1,2,9,1,1,2016,0,143,8,0,1,3,3,8,0,0,0,2,0,0,164,0,1,2,0,19,6,3,3,1046,0,0,12,1
0,4204,3,5,1,2,C,3,10,6,0,1,2015,0,19,14,0,0,3,3,17,0,0,0,0,0,0,276,0,1,3,0,10,18,6,0,0,0,0,4,1
0,2992,0,3,1,0,D,0,10,3,1,0,2009,5,51,13,0,1,1,1,6,0,0,0,1,1,0,343,71,1,5,0,8,14,8,2,758,0,0,10,1
0,4879,3,3,0,3,B,5,4,0,1,1,2015,4,41,25,0,0,1,2,17,0,0,0,2,0,0,348,4,1,9,0,7,21,10,0,0,0,0,3,1
0,2991,2,5,1,1,C,2,3,6,1,0,2016,5,240,21,0,0,2,2,6,1,1,0,0,0,0,240,6,1,4,0,1,6,4,2,10723,0,0,12,1
0,3462,1,3,0,1,A,2,8,9,0,0,2017,4,2,2,0,0,2,2,9,0,0,0,1,0,0,297,4,1,3,0,3,12,5,0,5577,0,0,8,1
0,2989,1,3,1,2,D,2,0,6,0,1,2016,4,517,14,0,0,0,0,6,0,0,0,3,0,0,297,2,1,3,0,1,9,8,3,3108,0,0,7,1
0,6328,1,3,0,0,A,2,3,1,1,0,2008,3,260,21,0,0,4,3,3,0,0,0,0,1,0,383,20759,1,5,0,8,14,8,0,0,0,0,1,1
0,3397,3,3,0,3,B,2,11,9,1,1,2015,4,488,24,0,1,0,0,9,0,0,0,3,1,0,317,4,1,7,0,8,9,5,0,3338,0,0,11,1
0,4192,1,3,1,1,B,0,10,2,1,1,2015,4,66,14,0,0,3,3,3,0,0,0,4,1,0,141,4,1,1,0,2,2,1,0,0,0,0,12,1
0,4721,1,3,1,1,C,2,9,3,1,0,2014,0,455,13,0,0,1,1,16,0,0,0,2,0,0,181,0,1,8,0,19,14,14,0,0,0,0,11,1
0,2988,1,3,1,1,C,2,11,9,0,0,2015,0,188,23,0,1,1,2,14,0,0,0,3,1,0,137,0,1,12,0,8,16,12,0,0,0,0,1,1
0,4099,1,3,1,2,C,2,6,5,1,0,2012,3,141,13,0,1,1,0,17,0,0,0,1,1,0,507,173,1,10,0,10,20,9,3,2197,0,0,11,1
0,5056,3,5,3,2,E,4,12,9,0,1,2016,0,386,19,0,0,0,0,24,0,0,0,2,0,0,447,0,1,12,0,10,28,11,4,9364,2,0,3,1
0,3318,0,3,1,0,C,1,3,4,1,1,2015,1,116,14,0,0,1,1,10,0,0,0,1,0,0,248,1,1,5,0,7,8,3,1,1616,0,0,12,1
0,4253,1,3,2,1,C,4,12,9,0,1,2014,0,418,45,0,0,0,0,8,1,1,0,2,1,0,146,0,1,6,0,3,10,5,0,0,0,0,1,1
0,2987,1,5,2,1,D,4,2,0,0,1,2014,2,542,14,0,0,0,1,8,1,1,0,2,0,0,270,5,1,5,0,11,26,19,0,0,0,0,4,1
0,3461,1,5,1,1,C,1,4,9,0,1,2015,0,89,3,0,2,0,0,9,0,0,0,2,0,0,136,0,1,4,0,12,21,11,4,3415,0,0,5,1
0,4109,2,3,0,2,B,5,7,6,0,0,2016,0,340,14,0,0,0,0,18,0,0,0,2,0,0,326,0,1,10,0,7,20,9,1,7835,0,0,9,1
0,3873,1,5,1,1,D,2,13,2,1,1,2017,0,33,22,0,1,0,0,13,0,0,0,3,0,0,353,0,1,6,0,11,14,11,0,4319,1,0,5,1
0,4174,1,3,3,1,F,2,11,9,0,1,2016,5,743,11,0,2,0,0,17,4,0,0,1,1,0,381,2,1,11,0,7,17,7,3,413,0,0,2,1
0,2754,1,5,2,1,D,3,12,9,0,1,2013,4,552,0,0,0,1,1,14,0,0,0,2,1,0,395,3449,1,9,0,9,24,12,0,0,0,0,3,1
0,2985,1,5,3,1,E,4,5,10,1,1,2017,0,223,12,0,0,2,1,6,0,0,0,3,0,0,503,0,1,3,0,9,5,3,0,0,0,0,11,1
0,4614,0,3,1,1,C,1,10,4,1,1,2017,4,418,45,0,0,0,0,9,1,1,0,1,0,0,262,4,1,5,0,28,17,3,0,0,0,0,8,1
0,2982,2,3,0,2,B,4,12,7,0,1,2017,4,460,27,0,1,2,2,22,0,0,0,1,1,0,447,4,1,14,0,2,22,18,0,0,0,0,3,1
0,2980,3,5,2,2,E,3,4,5,0,1,2015,0,53,19,0,0,0,1,12,0,0,0,2,0,0,229,0,1,6,0,4,20,9,0,0,0,0,6,1
0,5830,0,3,1,0,C,2,10,4,0,0,2017,4,139,8,0,0,0,1,9,0,0,0,3,0,0,255,4,1,5,0,4,6,6,3,3302,0,0,7,1
0,2979,0,3,1,1,C,4,9,8,0,1,2018,4,166,8,0,0,2,2,14,0,0,0,2,0,0,342,4,1,9,0,9,15,9,0,0,0,0,7,1
0,4354,1,5,1,0,C,2,3,9,0,0,2016,0,89,3,0,0,2,1,14,0,0,0,1,0,0,500,0,1,6,0,10,34,21,2,535,0,0,7,1
0,4363,4,3,0,3,B,2,12,9,1,1,2015,0,99,8,0,0,2,2,20,0,0,0,2,1,0,198,0,1,7,0,11,27,20,1,6942,1,0,6,1
0,3816,1,3,1,1,B,2,2,9,1,1,2012,0,79,2,0,0,0,0,14,0,0,0,3,1,0,248,22313,1,5,0,8,14,8,3,59,0,0,6,1
0,4136,0,3,1,0,D,5,10,0,1,0,2014,0,245,26,0,0,0,0,20,0,0,0,1,0,0,338,0,1,10,0,7,36,13,2,2544,0,0,7,1
0,2976,0,3,2,0,C,2,12,3,0,1,2014,5,334,0,0,2,1,2,14,0,0,0,1,1,0,464,6,1,8,0,11,21,17,3,2148,0,0,3,1
0,6230,0,3,1,0,B,4,0,9,0,1,2014,0,634,32,0,0,2,2,13,2,2,0,0,1,0,281,0,1,4,0,9,35,21,3,658,0,0,11,1
0,5423,0,3,1,0,C,0,9,0,1,1,2015,0,167,8,0,1,1,1,18,0,0,0,1,0,0,150,0,1,17,0,9,31,19,1,2464,0,0,12,1
0,2640,0,3,1,0,B,4,4,6,1,1,2016,0,489,30,0,0,2,2,11,1,1,0,1,0,0,374,0,1,2,0,7,13,7,1,2291,0,0,6,1
0,4908,0,3,2,0,D,2,2,2,1,1,2018,2,515,47,0,0,0,0,4,1,1,0,0,1,0,69,5,1,0,0,7,7,3,0,3479,0,0,9,1
0,5210,1,3,0,1,A,2,7,0,1,0,2015,0,135,33,0,0,2,2,10,0,0,0,1,0,0,276,0,1,8,0,5,9,4,0,0,0,0,7,1
0,3370,0,3,0,0,A,2,2,1,1,1,2015,4,115,8,0,0,0,1,6,1,1,0,4,0,0,233,4,1,3,0,3,9,7,0,0,0,0,5,1
0,3180,1,3,1,1,C,3,11,9,0,1,2015,0,682,2,0,0,0,0,10,1,1,0,3,0,0,338,0,1,4,0,18,6,2,0,0,0,0,10,1
0,2643,0,3,0,0,A,2,2,0,1,0,2014,5,107,30,0,0,0,1,9,0,0,0,1,1,0,194,6,1,5,0,11,11,4,1,813,0,0,11,1
0,5107,0,3,0,0,B,3,7,9,1,1,2016,5,104,23,0,0,2,3,10,0,0,0,0,0,0,259,6,1,2,0,6,16,14,0,184,0,0,4,1
0,2970,1,3,1,1,C,5,2,5,0,0,2015,5,2,2,0,0,1,1,8,0,0,0,2,1,0,148,6,1,5,0,5,10,3,1,3365,0,0,6,1
0,7119,0,3,1,0,D,0,6,9,0,1,2016,2,248,11,0,0,1,1,7,0,0,0,1,0,0,283,5,1,3,0,7,8,4,1,1576,0,0,3,1
0,5822,0,3,1,0,C,5,13,0,1,1,2017,2,410,8,0,0,2,2,25,1,1,0,1,1,1,175,5,1,11,0,5,33,16,3,2279,0,0,11,1
0,2730,1,5,2,1,E,2,11,0,0,1,2015,0,200,22,0,0,0,0,16,0,0,0,2,0,0,206,0,1,11,0,13,13,7,0,0,0,0,12,1
0,6979,1,3,0,1,A,3,6,0,0,0,2015,0,401,24,0,0,3,2,7,0,0,0,2,0,0,357,0,1,5,0,4,7,4,0,0,0,0,5,1
0,4550,3,3,2,3,D,5,9,2,1,1,2017,0,134,8,0,1,2,2,10,0,0,0,3,1,0,161,0,1,4,0,10,8,6,0,7225,1,0,8,1
0,4016,0,3,1,0,B,3,2,2,0,1,2017,0,313,43,0,0,0,0,20,0,0,0,3,0,1,481,0,1,10,0,10,25,12,3,2214,0,0,9,1
0,7751,1,3,1,1,C,2,0,9,1,0,2017,0,559,17,0,1,2,2,10,0,0,0,1,0,0,471,0,1,4,0,3,11,8,3,4789,0,0,4,1
0,5928,4,5,1,2,D,5,2,7,0,1,2015,4,518,1,0,1,0,1,9,0,0,0,4,0,0,309,4,1,6,0,2,16,14,2,13792,3,0,2,1
0,3859,0,3,0,0,B,5,11,9,0,0,2014,0,123,12,0,0,2,3,10,0,0,0,1,0,0,290,0,1,4,0,6,10,6,0,0,0,0,2,1
0,4887,0,3,0,0,B,0,11,9,0,1,2014,0,92,18,0,0,0,0,13,0,0,0,2,0,0,303,0,1,6,0,5,18,12,1,537,0,0,10,1
0,4836,1,3,0,0,A,3,4,9,0,0,2015,4,497,8,0,1,3,2,11,0,0,0,0,0,0,68,4,1,4,0,3,17,10,1,3177,0,0,4,1
0,6508,0,3,1,0,B,5,10,7,1,1,2017,0,51,13,0,1,0,0,45,0,0,0,0,0,0,68,0,1,19,0,24,27,17,0,0,0,0,7,1
0,2962,3,3,1,3,C,3,6,0,1,1,2018,0,173,32,0,2,0,1,9,0,0,0,1,0,0,500,0,1,6,0,8,11,3,0,0,0,0,3,1
0,3173,2,5,4,2,F,2,13,9,0,1,2018,0,313,43,0,0,0,0,15,0,0,0,2,0,0,176,0,1,7,0,8,17,4,0,0,0,0,8,1
0,5400,1,3,1,1,C,2,2,9,1,1,2016,0,344,2,0,0,2,2,11,0,0,0,3,0,0,332,0,1,3,0,10,4,1,3,5369,0,0,10,1
0,2777,0,3,1,0,D,5,4,4,1,1,2015,0,212,7,0,0,0,0,13,0,0,0,0,0,0,96,0,1,4,0,0,20,10,0,796,0,0,7,1
0,2959,0,3,0,0,A,4,2,5,0,0,2016,0,157,8,0,1,0,1,12,0,0,0,0,0,0,125,0,1,5,0,0,16,9,0,131,0,0,2,1
0,2952,0,3,1,0,C,4,3,2,1,1,2016,0,390,13,0,0,2,1,17,1,1,0,1,0,0,256,0,1,2,0,10,43,32,3,1731,0,0,11,1
0,4514,1,5,2,1,E,4,4,9,0,1,2014,0,250,37,0,0,1,2,11,1,1,0,2,0,0,367,0,1,7,0,6,14,8,0,0,0,0,7,1
0,2951,0,3,1,1,B,2,11,9,1,1,2013,4,141,13,0,0,1,1,16,0,0,0,3,1,0,226,45411,1,10,0,21,24,14,0,0,0,0,3,1
0,6588,0,3,1,0,C,2,7,0,1,0,2015,8,324,10,0,0,0,0,4,0,0,0,1,1,0,417,9,1,2,0,2,2,1,0,0,0,0,5,1
0,5826,1,3,1,1,C,2,9,0,1,1,2016,0,652,0,0,0,0,0,10,0,0,0,2,0,0,462,0,1,4,0,13,10,8,3,4840,1,0,8,1
0,2950,0,3,1,0,B,0,12,10,1,0,2016,4,230,2,0,1,2,2,12,0,0,0,4,0,0,414,4,1,3,0,20,3,2,0,1500,0,0,8,1
0,7710,2,3,0,2,A,2,4,5,0,1,2015,4,65,19,0,0,1,1,11,0,0,0,2,0,0,383,4,1,7,0,6,24,13,3,11036,0,0,7,1
0,7423,0,5,2,1,F,5,1,3,1,1,2014,0,134,8,0,3,2,2,15,0,0,0,1,0,0,516,0,1,7,0,4,23,14,0,0,0,0,7,1
0,3143,0,3,0,0,A,2,6,9,1,1,2014,0,177,26,0,0,2,3,7,0,0,0,2,0,0,178,0,1,3,0,6,12,9,3,2041,0,0,11,1
0,4998,1,3,1,1,C,2,2,6,0,0,2014,0,72,10,0,2,0,1,34,0,0,0,0,1,0,363,0,1,9,0,26,20,11,0,1386,0,0,1,1
0,2948,0,3,1,0,B,3,4,0,1,0,2016,5,741,13,0,0,2,2,16,0,0,0,0,1,0,285,6,1,6,0,5,15,9,3,2726,0,0,12,1
0,6269,0,3,1,0,C,2,9,0,0,1,2016,0,79,2,0,2,0,0,17,0,0,0,0,0,0,302,0,1,3,0,25,12,0,0,0,0,0,2,1
0,4497,0,3,1,0,C,2,13,4,1,0,2018,3,681,10,0,1,1,1,10,1,1,0,1,0,0,264,3,1,7,0,4,13,6,3,409,0,0,6,1
0,5714,1,3,1,1,C,2,8,9,0,1,2016,4,266,31,0,0,0,0,23,1,1,0,1,0,0,161,2,1,21,0,5,38,6,0,0,0,0,3,1
0,2943,1,3,1,2,C,2,3,9,1,1,2016,0,619,11,0,0,2,2,12,0,0,0,2,0,0,67,0,1,8,0,15,16,5,0,0,0,0,6,1
0,3240,2,3,1,2,C,4,8,9,1,0,2017,0,104,23,0,2,2,1,10,0,0,0,1,1,0,294,0,1,6,0,6,13,8,3,7622,2,0,12,1
0,2942,0,3,1,0,C,2,6,9,1,1,2015,4,35,14,0,0,0,0,4,0,0,0,2,1,0,207,4,1,4,0,0,5,4,0,0,0,0,11,1
0,4457,1,5,3,1,F,3,2,9,0,1,2015,0,105,17,0,0,0,0,12,2,1,0,2,1,0,367,0,1,8,0,20,8,3,0,0,0,0,12,1
0,2941,2,5,1,1,C,2,2,9,0,1,2013,0,414,0,0,0,1,1,5,0,0,0,2,0,0,237,68,1,3,0,7,21,11,0,0,0,0,10,1
0,4240,0,3,0,0,B,4,4,9,1,0,2014,0,539,42,0,0,0,1,7,0,0,0,3,0,0,294,0,1,4,0,3,7,4,0,0,0,0,10,1
0,6519,2,3,0,1,A,2,6,1,0,0,2016,0,233,19,0,0,2,2,9,0,0,0,0,0,0,177,0,1,5,0,12,6,2,0,8319,2,0,1,1
0,3438,0,3,0,0,A,2,13,7,1,1,2010,4,25,13,0,0,2,2,7,0,0,0,0,1,0,206,12723,1,5,0,8,14,8,3,177,0,0,9,1
0,2939,1,5,2,1,D,3,5,3,1,1,2014,0,141,13,0,0,0,1,8,0,0,0,2,0,0,259,0,1,7,0,4,20,9,4,1450,0,0,8,1
0,8468,1,5,3,1,G,3,3,7,0,1,2013,4,38,21,0,0,0,1,8,0,0,0,2,0,0,311,4,1,5,0,7,13,9,2,5966,1,0,8,1
0,6003,1,3,0,1,B,2,4,0,1,0,2013,0,443,22,0,0,3,2,8,0,0,0,0,1,0,66,23796,1,5,0,0,8,6,0,0,0,0,6,1
0,3902,1,3,0,1,B,2,4,9,1,1,2015,6,31,2,0,0,4,3,2,0,0,0,2,0,0,448,7,1,1,0,4,2,2,1,4281,0,0,12,1
0,2938,0,3,0,0,A,2,6,5,0,1,2012,3,196,14,0,0,3,3,7,1,1,0,0,1,0,287,1207,1,5,0,8,14,8,3,202,0,0,6,1
0,6125,0,3,1,0,D,3,3,3,1,0,2016,0,43,19,0,0,2,3,24,1,1,0,1,1,0,366,0,1,9,0,6,25,7,3,921,0,0,3,1
0,2934,0,3,1,0,D,2,12,9,0,0,2013,5,672,39,0,2,1,1,11,0,0,0,2,1,0,438,558,1,6,0,6,13,7,3,2945,0,0,2,1
0,5957,2,3,1,1,C,2,12,9,0,1,2012,4,144,5,0,0,0,1,7,0,0,0,2,1,0,452,4,1,5,0,5,9,3,3,1910,0,0,11,1
0,5564,2,3,1,2,D,2,11,9,0,1,2016,0,460,27,0,0,2,2,12,0,0,0,3,0,0,333,0,1,10,0,1,13,9,1,2324,0,0,10,1
0,2854,2,3,1,2,B,2,13,9,0,1,2015,4,580,40,0,0,0,1,17,0,0,0,2,0,0,474,4,1,10,0,8,20,12,3,7145,1,0,1,1
0,4163,1,3,1,1,D,4,9,5,0,1,2016,5,789,15,0,2,2,3,10,0,0,0,1,0,0,414,6,1,4,0,13,9,5,0,455,0,0,1,1
0,2931,3,5,1,2,C,4,2,1,0,1,2016,0,263,0,0,0,0,0,10,0,0,0,2,0,0,456,0,1,5,0,1,11,5,0,0,0,0,4,1
0,6034,2,3,2,2,D,2,11,9,0,1,2016,0,146,23,0,0,0,1,8,0,0,0,4,0,0,269,0,1,3,0,20,8,8,3,4506,0,0,11,1
0,3415,1,3,1,2,D,4,12,9,0,1,2016,0,52,19,0,0,0,0,7,1,1,0,3,1,0,367,0,1,3,0,11,7,6,2,5787,1,0,2,1
0,2930,0,3,2,0,D,3,3,3,1,1,2017,3,153,11,0,0,2,2,8,4,2,0,2,1,0,408,3,1,7,0,1,7,5,0,0,0,0,6,1
0,5341,1,3,1,1,D,5,10,4,0,1,2016,2,45,21,0,0,1,2,10,1,0,0,2,0,0,221,5,1,4,0,5,8,6,3,5918,1,0,10,1
0,2927,1,5,2,1,E,1,4,2,1,1,2015,0,79,2,0,0,0,0,17,0,0,0,1,1,0,381,0,1,9,0,6,21,8,0,0,0,0,2,1
0,3598,2,5,1,2,D,2,8,7,1,1,2014,0,376,43,0,0,0,0,13,1,1,0,2,0,0,447,0,1,10,0,6,35,16,0,0,0,0,11,1
0,6031,0,3,1,0,D,5,4,7,1,1,2014,5,136,8,0,0,2,1,5,0,0,0,0,1,0,83,6,1,4,0,0,7,4,0,1108,0,0,7,1
0,2926,0,3,1,1,C,4,6,9,0,1,2013,0,356,32,0,5,0,0,8,0,0,0,3,1,0,476,269,1,5,0,2,20,13,1,4399,1,0,3,1
0,4420,0,3,3,0,E,2,10,9,1,1,2014,7,208,28,0,1,1,1,15,0,0,0,3,1,0,304,8,1,8,0,16,22,9,0,0,0,0,11,1
0,2924,1,3,2,1,E,2,9,9,1,0,2014,0,491,30,0,0,1,1,26,0,0,0,3,0,0,516,0,1,22,0,4,28,13,3,2156,0,0,1,1
0,6287,0,3,0,0,B,2,10,9,1,1,2015,0,807,15,0,0,1,1,5,1,1,0,2,0,0,437,0,1,4,0,10,14,7,3,153,0,0,10,1
0,5465,2,5,1,1,C,3,1,9,0,1,2015,0,492,36,0,0,2,1,10,0,0,0,4,0,0,154,0,1,3,0,12,11,7,4,4877,0,0,2,1
0,2917,4,5,0,2,B,4,10,7,0,1,2016,4,74,30,0,0,2,2,19,0,0,0,1,0,0,389,4,1,7,0,4,38,20,0,0,0,0,3,1
0,2916,0,3,2,0,D,4,13,9,0,0,2014,0,641,13,0,2,0,1,5,1,1,0,2,1,0,164,0,1,4,0,5,12,9,0,0,0,0,10,1
0,3043,0,3,1,1,C,2,4,9,0,1,2016,0,19,14,0,0,1,1,11,0,0,0,0,0,0,196,0,1,2,0,10,10,5,0,0,0,0,9,1
0,2914,4,3,2,4,D,4,13,9,0,1,2012,0,182,8,0,0,3,3,11,0,0,0,2,1,0,299,32374,1,5,0,8,14,8,3,7410,1,0,4,1
0,2912,0,5,2,0,D,2,1,9,0,1,2013,0,582,14,0,0,0,1,9,0,0,0,2,1,0,432,269,1,6,0,11,12,6,2,2389,0,0,9,1
0,7571,0,3,1,0,C,3,4,5,0,1,2012,0,420,4,0,0,1,1,12,0,0,0,3,1,0,438,727,1,10,0,4,17,12,0,0,0,0,9,1
0,2909,2,3,0,1,A,2,8,0,1,0,2015,0,188,23,0,0,3,3,11,0,0,0,2,1,0,441,0,1,4,0,18,7,4,0,0,0,0,10,1
0,2903,1,3,0,1,B,5,12,0,0,0,2014,4,253,21,0,1,2,3,16,0,0,0,2,0,0,136,4,1,2,0,21,11,2,2,6005,0,0,6,1
0,8484,2,5,2,2,D,5,12,9,1,0,2014,0,45,21,0,0,0,0,17,0,0,0,3,1,0,235,0,1,8,0,5,20,11,0,0,0,0,3,1
0,3033,2,3,0,2,B,5,7,7,0,1,2015,0,100,4,0,0,2,2,16,0,0,0,2,1,0,496,0,1,10,0,5,16,7,0,0,0,0,5,1
0,2902,0,3,2,0,E,4,10,9,0,1,2013,5,98,19,0,0,2,2,7,3,2,0,2,1,0,517,6,1,4,0,7,10,4,0,0,0,0,11,1
0,4259,0,3,1,0,B,2,12,2,1,1,2017,4,17,13,0,0,0,0,12,0,0,0,3,0,0,370,4,1,3,0,11,9,5,0,2219,0,0,9,1
0,3165,1,3,1,1,B,4,8,9,1,1,2014,0,134,8,0,0,0,0,6,0,0,0,2,1,0,314,0,1,5,0,4,13,8,3,3764,0,0,5,1
0,2900,2,3,2,2,D,4,10,9,1,0,2015,0,92,18,0,0,1,1,16,0,0,0,3,1,0,186,0,1,6,0,17,20,12,0,0,0,0,7,1
0,8431,3,3,1,3,C,1,4,9,0,1,2014,0,275,8,0,0,2,3,10,0,0,0,3,0,0,484,0,1,7,0,6,12,7,3,11405,1,0,8,1
0,2894,0,3,1,0,B,1,2,2,0,1,2017,2,437,15,0,0,1,0,7,0,0,0,2,0,0,430,5,1,3,0,4,4,1,1,624,0,0,1,1
0,5036,1,3,0,1,A,4,11,4,1,0,2014,4,222,12,0,0,0,0,5,0,0,0,2,1,0,240,4,1,2,0,5,3,2,3,6180,0,0,10,1
0,2892,2,5,3,2,F,3,13,3,0,1,2015,5,121,14,0,0,1,1,15,0,0,0,1,0,0,207,6,1,3,0,9,11,3,3,4550,0,0,1,1
0,6670,0,3,2,0,D,2,3,9,0,1,2013,3,324,10,0,2,0,0,12,0,0,0,1,1,0,294,41402,1,8,0,10,18,4,1,370,0,0,5,1
0,4176,0,3,2,0,D,2,3,9,1,1,2016,0,255,9,0,0,1,1,6,2,0,0,4,0,0,269,0,1,3,0,6,4,2,0,0,0,0,5,1
0,4593,1,5,1,1,B,0,0,10,0,0,2014,4,71,9,0,0,2,2,8,0,0,0,2,0,0,178,4,1,2,0,38,19,10,0,0,0,0,4,1
0,3380,1,5,3,0,D,2,7,9,0,1,2018,0,277,8,0,0,0,0,10,0,0,0,1,0,0,362,0,1,9,0,6,11,2,5,4680,0,0,3,1
0,2880,1,3,1,1,C,2,12,2,1,1,2015,0,41,25,0,0,2,3,14,1,1,0,2,0,0,178,0,1,11,0,16,25,14,0,0,0,0,3,1
0,6259,0,3,1,1,C,4,0,6,0,1,2016,4,134,8,0,0,2,2,10,0,0,0,3,0,0,324,4,1,5,0,1,16,10,0,0,0,0,2,1
0,2879,0,3,1,0,B,1,2,9,0,1,2017,0,557,7,0,0,0,0,8,0,0,0,1,0,0,454,0,1,5,0,6,11,5,0,3574,0,0,9,1
0,7294,0,3,2,0,D,5,6,9,1,1,2015,2,74,30,0,2,2,2,25,0,0,0,2,0,0,143,5,1,13,0,6,25,12,1,3039,0,0,12,1
0,2877,2,3,2,2,D,2,2,2,0,1,2016,0,185,3,0,0,0,1,15,2,2,0,1,0,0,297,0,1,4,0,28,18,6,0,5721,1,0,3,1
0,3298,1,3,1,1,B,4,3,7,1,1,2014,4,4,3,0,0,1,0,11,0,0,0,2,0,0,290,4,1,7,0,4,18,12,0,0,0,0,7,1
0,3545,1,5,1,0,C,2,2,2,0,1,2015,4,185,3,0,0,2,2,9,0,0,0,3,1,0,327,4,1,5,0,1,21,15,2,3082,0,0,10,1
0,5561,0,3,1,0,C,2,3,0,1,1,2014,0,27,12,0,0,1,1,6,0,0,0,1,0,0,294,0,1,5,0,2,6,2,3,339,0,0,7,1
0,7617,0,3,3,0,E,2,13,4,0,1,2017,0,507,19,0,0,1,2,10,0,0,0,3,1,0,322,0,1,6,0,10,12,9,0,0,0,0,3,1
0,2875,0,3,2,1,D,2,4,9,1,0,2013,0,221,8,0,0,2,1,11,0,0,0,1,1,0,430,22095,1,2,0,1,12,5,3,3829,1,0,12,1
0,3434,1,3,1,2,C,4,4,3,1,1,2014,3,715,13,0,0,2,2,6,0,0,0,3,0,0,381,3,1,3,0,6,10,4,3,4587,0,0,7,1
0,4356,1,5,1,0,C,4,6,3,1,1,2016,0,19,14,0,0,0,0,6,1,1,0,1,0,0,270,0,1,3,0,3,10,6,0,0,0,0,2,1
0,3220,0,3,1,0,B,0,13,10,0,1,2013,4,381,9,0,0,0,0,9,0,0,0,2,1,0,221,49377,1,5,0,4,8,7,0,0,0,0,1,1
0,2874,3,3,1,3,D,2,9,8,0,1,2012,0,164,20,0,0,0,1,16,0,0,0,2,1,0,65,24250,1,5,0,8,14,8,2,11861,0,0,7,1
0,3063,0,3,0,0,A,2,4,9,1,0,2012,8,277,8,0,0,3,3,6,0,0,0,0,1,0,363,5298,1,0,0,3,6,6,3,1936,0,0,8,1
0,5762,1,3,1,1,D,4,0,1,0,0,2017,2,45,21,0,0,2,2,8,1,1,0,2,1,0,365,5,1,1,0,18,9,5,0,4278,0,0,4,1
0,3768,1,5,3,1,E,3,2,3,0,0,2016,0,355,18,0,0,2,2,10,0,0,0,3,1,0,210,0,1,4,0,5,29,24,4,3006,0,0,7,1
0,2871,2,3,1,2,D,2,12,8,0,1,2015,0,162,2,0,3,2,2,21,0,0,0,2,1,0,214,0,1,11,0,7,18,13,0,0,0,0,8,1
0,2866,1,3,0,1,B,4,7,0,1,0,2015,0,120,21,0,0,0,0,9,0,0,0,2,0,0,164,0,1,7,0,5,14,6,3,2281,0,0,8,1
0,3097,2,3,0,2,B,1,7,9,0,1,2016,4,21,13,0,4,0,1,8,0,0,0,1,0,0,372,4,1,5,0,4,26,17,2,6984,1,0,10,1
0,3154,1,3,2,1,E,3,8,6,0,1,2014,0,526,20,0,1,0,0,13,0,0,0,1,0,0,147,0,1,5,0,10,12,3,0,0,0,0,7,1
0,3404,0,3,1,0,C,2,7,6,0,1,2016,2,235,8,0,2,0,0,11,0,0,0,1,0,0,447,5,1,5,0,7,12,1,0,3831,0,0,4,1
0,4603,2,3,0,2,B,2,11,9,1,1,2015,7,272,0,0,0,0,0,9,0,0,0,2,1,0,141,8,1,4,0,8,21,10,0,0,0,0,9,1
0,4628,1,3,1,2,B,3,13,9,0,1,2012,0,141,13,0,1,1,1,14,0,0,0,2,1,0,163,727,1,5,0,8,14,8,3,2338,0,0,7,1
0,6005,1,3,0,1,A,5,11,5,0,0,2016,4,412,13,0,0,3,3,8,0,0,0,1,0,0,187,4,1,7,0,1,14,14,0,0,0,0,3,1
0,7704,0,3,1,0,B,0,12,9,1,0,2018,5,79,2,0,0,3,3,5,0,0,0,0,0,0,194,6,1,1,0,10,7,5,3,2482,0,0,2,1
0,2863,2,3,0,1,A,2,7,8,0,0,2017,0,403,38,0,0,2,3,16,0,0,0,1,0,1,310,0,1,6,0,9,23,9,1,3850,0,0,7,1
0,5656,0,3,2,0,D,4,2,0,1,0,2015,0,103,36,0,0,2,1,10,0,0,0,0,0,0,96,0,1,3,0,6,6,2,0,0,0,0,3,1
0,6930,0,3,2,0,D,1,3,2,1,0,2013,4,110,13,0,0,0,1,19,0,0,0,3,1,0,442,971,1,11,0,14,20,10,3,860,0,0,6,1
0,5867,0,3,0,0,B,4,9,9,1,1,2015,0,51,13,0,0,2,2,5,1,1,0,0,0,0,470,0,1,2,0,1,15,10,3,300,0,0,8,1
0,2862,2,5,1,1,C,2,2,9,1,1,2015,0,369,21,0,1,1,1,13,0,0,0,3,0,0,229,0,1,11,0,16,21,13,5,7052,1,0,2,1
0,6268,0,3,0,0,B,4,4,9,0,1,2017,4,232,13,0,0,2,1,11,0,0,0,3,0,0,112,4,1,10,0,8,24,7,0,0,0,0,5,1
0,2860,0,3,0,1,B,1,12,9,1,1,2015,0,141,13,0,1,1,1,17,0,0,0,1,0,0,460,0,1,9,0,0,19,8,3,2135,0,0,12,1
