loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,earlies_credit_mon,title,policy_code,f0,f1,f2,f3,f4,early_return,early_return_amount,isDefaultearly_return_amount_3mon
1038939,238939,6545.45,3,10.377,197.95,B,政府机构,信息传输、软件和信息技术服务业,7 years,1,1,2015/8/1,0,33,22,15.5891,0,685,799.167,10,0,0,5484,112.385,1,0,3-Aug,0,1,3,0,15,8,6,0,0,0
1006336,206336,1625,3,11.14,53.31,B,世界五百强,住宿和餐饮业,1 year,0,0,2013/6/1,3,129,30,19.95,2,580.909,677.727,8,0,0,1118.77,48.5,0,0,Jun-83,40436,1,1,0,10,23,10,1,762,1
1045498,245498,16250,5,17.76,347.37,D,普通企业,信息传输、软件和信息技术服务业,10+ years,1,1,2013/9/1,0,111,8,8.74636,1,720,780,4,0,0,10507,72.3692,0,0,Sep-92,31073,1,3,0,3,14,5,0,0,0
1006871,206871,28800,5,28.72,833.5,F,普通企业,农、林、牧、渔业,< 1 year,1,1,2018/4/1,0,4,3,11.7818,0,560.455,700.568,9,0,0,868,7.75385,0,0,11-Sep,0,1,2,0,13,7,4,2,1083,0
1043253,243253,23636.4,3,14.663,677.07,C,世界五百强,住宿和餐饮业,10+ years,1,1,2015/9/1,0,244,14,20.2664,0,636.364,795.455,11,0,0,8744.62,28.8615,1,0,7-Feb,0,1,5,0,4,8,3,0,0,0
1038476,238476,9927.27,3,12.39,280.57,C,高等教育机构,住宿和餐饮业,7 years,1,1,2015/1/1,0,589,24,30.0764,0,705,822.5,9,1,1,6629.54,41.4462,1,0,Nov-93,0,1,5,0,7,12,3,0,0,0
1038997,238997,9204.55,3,18.689,401.04,D,普通企业,交通运输、仓储和邮政业,1 year,1,1,2017/3/1,0,141,13,6.66,0,560.455,653.864,11,0,0,16766.6,67.7,1,0,4-Feb,0,1,8,0,0,12,10,0,0,0
1047637,247637,16172.7,5,23.1,401.07,E,普通企业,国际组织,10+ years,1,1,2013/4/1,0,62,13,11.3909,0,613.636,767.045,5,0,0,7348.85,80.4923,1,0,4-Jul,1404,1,5,0,0,8,6,0,0,0
1031577,231577,3545.45,3,10.791,99.63,B,幼教与中小学校,制造业,3 years,1,0,2014/4/1,0,273,8,25.7645,0,725.455,846.364,14,1,1,2891.54,35.8,1,0,Jul-88,0,1,3,0,18,11,6,0,1049,1
1045516,245516,15000,3,8.19,471.37,A,幼教与中小学校,金融业,10+ years,0,1,2015/1/1,0,227,35,11.74,0,544.091,589.432,5,0,0,9456,90.4615,0,0,Mar-98,0,1,3,0,0,8,5,0,2843,1
1032018,232018,16363.6,5,14.049,361.67,D,上市企业,交通运输、仓储和邮政业,10+ years,1,1,2014/10/1,4,227,35,33.9818,0,796.364,995.455,12,0,0,14371.5,42.1077,0,0,Apr-92,4,1,6,0,6,16,6,0,0,0
1025888,225888,7636.36,3,7.99,219.33,A,政府机构,信息传输、软件和信息技术服务业,3 years,1,0,2016/10/1,5,120,21,23.33,0,568.636,663.409,16,0,0,35435.1,54.2769,1,0,Nov-99,6,1,8,0,17,22,9,3,1627,1
1040441,240441,13636.4,5,13.041,352.85,C,普通企业,金融业,10+ years,0,1,2016/7/1,0,266,31,15.8509,1,552.273,598.295,20,0,0,25427.2,49.8,0,0,Mar-96,0,1,10,0,7,30,12,0,0,0
1031625,231625,10309.1,5,28.14,393.38,G,政府机构,金融业,9 years,0,1,2016/4/1,0,420,4,33.7745,0,690,747.5,16,0,0,6933.23,36.2,1,0,6-Feb,0,1,10,0,7,13,5,0,0,0
1048518,248518,24818.2,3,8.679,657,A,高等教育机构,住宿和餐饮业,10+ years,0,1,2016/6/1,0,76,26,11.1909,0,681.818,852.273,14,0,0,27703.8,40.9615,0,0,May-91,0,1,4,0,5,17,16,0,825,1
1042286,242286,12000,3,8.39,378.2,A,普通企业,信息传输、软件和信息技术服务业,1 year,0,1,2014/7/1,0,67,19,14.8827,1,568.636,616.023,15,0,0,14878,51.1154,1,0,Sep-90,0,1,5,0,10,21,9,0,0,0
1045631,245631,9090.91,5,12.69,225.95,C,政府机构,信息传输、软件和信息技术服务业,5 years,0,0,2015/8/1,0,585,27,20.2909,1,560.455,700.568,10,0,0,11140.8,74.4,0,0,4-Aug,0,1,2,0,9,8,4,0,0,0
1029530,229530,10200,3,9.44,299.25,B,普通企业,文化和体育业,10+ years,1,0,2017/10/1,0,6,5,19.8436,1,552.273,644.318,7,2,0,14324.3,53.3,1,0,4-Sep,0,1,5,0,9,7,3,0,0,0
1049706,249706,12231.8,3,10.78,333,B,普通企业,信息传输、软件和信息技术服务业,3 years,0,0,2016/1/1,0,188,23,28.57,0,601.364,701.591,9,0,0,3013,30.2308,0,0,2-Sep,0,1,3,0,28,12,8,2,3918,1
1005239,205239,10909.1,3,10.593,385.13,B,普通企业,住宿和餐饮业,1 year,0,1,2011/2/1,4,48,10,13.8764,0,597.273,696.818,9,0,0,15724.6,30.8308,1,0,Sep-00,9534,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,2,766,0
1041130,241130,15650,5,29.139,473.12,F,普通企业,文化和体育业,10+ years,0,1,2016/10/1,0,468,0,22.7536,0,622.727,674.621,13,1,1,9545.77,46.5231,0,0,2-Jul,0,1,6,0,20,8,3,5,6296,1
1029714,229714,22727.3,3,6.99,771.82,A,普通企业,房地产业,10+ years,1,1,2015/2/1,0,495,14,32.64,0,646.364,754.091,7,0,0,16751.5,54.3462,0,0,Oct-82,0,1,2,0,3,15,4,3,5755,1
1032789,232789,6818.18,3,5.32,225.87,A,普通企业,采矿业,10+ years,0,1,2016/3/1,3,118,20,15.8891,0,770,834.167,12,0,0,14810.8,22.3,0,0,Aug-96,2,1,5,0,8,10,2,3,216,1
1009432,209432,8000,3,12.015,270.91,C,普通企业,住宿和餐饮业,1 year,0,0,2014/6/1,0,752,11,24.7091,0,725.455,846.364,17,0,0,5410.46,46.6308,0,0,1-Sep,0,1,7,0,5,32,12,3,1050,1
1018572,218572,13000,5,13.189,289.12,C,普通企业,金融业,10+ years,0,1,2016/2/1,0,126,38,15.8364,0,560.455,653.864,10,0,0,9837.69,43.9615,0,0,Dec-00,0,1,4,0,16,13,7,0,0,0
1038058,238058,16363.6,3,13.33,677.07,C,普通企业,住宿和餐饮业,7 years,1,1,2015/2/1,0,196,14,20.9891,0,560.455,607.159,22,0,0,37603.8,67.9615,0,0,May-89,0,1,19,0,22,35,14,3,1262,1
1025641,225641,20454.5,5,10.791,555.99,B,普通企业,金融业,8 years,1,1,2013/11/1,0,412,13,5.9,0,760,823.333,11,0,0,47342.3,64.5077,0,0,Jan-72,26467,1,3,0,8,9,7,3,6161,1
1019716,219716,4500,3,10.47,178.69,B,世界五百强,金融业,< 1 year,0,0,2018/8/1,0,507,19,6.77,0,665,831.25,3,1,1,749,18.7,0,0,Feb-00,0,1,1,0,3,6,3,0,0,0
1027335,227335,8272.73,3,16.55,322.41,D,普通企业,信息传输、软件和信息技术服务业,2 years,1,1,2015/5/1,0,337,14,31.51,0,665,720.417,11,0,0,7929.23,41.6769,0,0,2-Aug,0,1,5,0,24,13,6,1,2127,0
1000499,200499,38181.8,5,23.639,956.55,D,普通企业,电力、热力生产供应业,3 years,0,1,2016/9/1,0,4,3,10.56,0,564.545,611.591,22,0,0,48294.2,43.6615,0,0,2-Nov,0,1,9,0,3,31,17,0,0,0
1049002,249002,5454.55,3,8.9,190.52,A,普通企业,农、林、牧、渔业,3 years,1,1,2014/3/1,4,131,6,30.2618,0,741.818,927.273,19,0,0,12741.9,64.6,1,0,Jun-00,4,1,5,0,43,16,9,0,0,0
1038562,238562,1772.73,3,15.99,52.73,C,高等教育机构,电力、热力生产供应业,2 years,1,1,2017/2/1,5,232,13,23.0809,0,705,763.75,2,0,0,16702,99.4,1,0,5-Apr,6,1,1,0,5,11,8,0,0,0
1004479,204479,30545.5,5,20.339,718.51,E,幼教与中小学校,农、林、牧、渔业,7 years,0,0,2015/11/1,0,51,13,12.2073,0,695,752.917,6,0,0,35234.8,99.1,0,0,May-95,0,1,4,0,2,6,2,5,9496,1
1031130,231130,13090.9,3,13.698,556.38,C,普通企业,公共服务、社会组织,< 1 year,1,1,2013/8/1,0,566,30,25.3473,0,636.364,689.394,30,0,0,19564.6,40.5,1,0,Jun-00,0,1,11,0,29,16,12,0,0,0
1036258,236258,3000,3,7.139,91.94,A,普通企业,电力、热力生产供应业,2 years,1,1,2014/10/1,2,136,8,1.15,0,704.545,821.97,3,0,0,182,1.38462,1,0,8-Feb,5,1,2,0,1,5,3,2,912,1
1004859,204859,10800,3,5.852,325.24,A,上市企业,文化和体育业,< 1 year,0,0,2017/4/1,4,4,3,8.7,0,775,839.583,11,0,0,17455.4,21.1077,0,0,3-Dec,4,1,6,0,10,14,7,2,5303,1
1023640,223640,12000,3,15.499,410.66,B,幼教与中小学校,金融业,5 years,1,0,2012/9/1,4,86,35,16.1091,0,627.273,679.545,12,0,0,9558.77,82.2,1,0,May-96,106,1,8,0,3,10,6,0,0,0
1000467,200467,10000,3,8.998,314.2,B,普通企业,电力、热力生产供应业,3 years,1,0,2015/6/1,0,422,30,14.17,1,572.727,620.455,11,0,0,17996.5,83.9,1,0,3-Oct,0,1,5,0,14,10,6,2,990,0
1020367,220367,3272.73,3,16.55,127.55,D,普通企业,信息传输、软件和信息技术服务业,5 years,0,1,2015/11/1,0,123,12,15.6909,0,695,752.917,6,1,0,1593.46,33.8154,1,0,5-Nov,0,1,2,0,17,3,1,0,186,1
1009248,209248,11000,3,14.99,381.27,C,普通企业,金融业,5 years,0,0,2016/11/1,0,336,44,22.3855,0,741.818,803.636,8,0,0,15848.1,49.6462,0,0,Sep-98,0,1,4,0,12,15,10,3,1958,0
1026248,226248,2727.27,3,8.991,96.79,B,高等教育机构,金融业,10+ years,0,0,2011/7/1,4,38,21,17.1245,0,580.909,677.727,14,1,1,4804,19.2692,1,0,Jul-96,95,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,3,929,1
1025215,225215,18000,3,7.12,612.46,A,普通企业,采矿业,6 years,0,0,2014/6/1,0,31,2,18.4145,0,801.818,935.455,17,0,0,22895,36.9,1,0,Jan-89,0,1,8,0,9,26,22,3,7772,1
1045433,245433,13745.5,5,8.69,254.88,A,政府机构,采矿业,6 years,0,0,2011/11/1,2,100,4,5.81818,0,872.727,945.455,7,0,0,11196.9,13.1077,1,0,Sep-90,3244,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,1,1804,1
1022072,222072,15000,5,11.825,324.27,B,普通企业,批发和零售业,10+ years,0,0,2016/3/1,4,791,14,35.87,0,659.091,823.864,7,0,0,41836.2,79.5,0,0,Jul-99,4,1,5,0,5,11,10,0,0,0
1001157,201157,4090.91,3,10.087,143.46,B,普通企业,住宿和餐饮业,< 1 year,1,1,2015/8/1,0,267,27,10.36,0,540,585,8,2,2,1024,8.07692,0,0,Nov-96,0,1,3,0,5,15,6,1,1565,1
1042973,242973,10000,5,15.813,251.61,D,世界五百强,金融业,3 years,1,1,2015/9/1,0,23,9,14.4182,0,572.727,668.182,7,0,0,7554.62,51.2,1,0,8-Jul,0,1,5,0,3,7,2,1,2717,0
1005652,205652,16000,5,10.989,339.88,B,普通企业,房地产业,Optional Null,0,1,2015/5/1,0,125,9,14.98,3,552.273,644.318,15,0,0,7732.62,45.3462,0,0,Aug-91,0,1,6,0,7,15,6,0,0,0
1021070,221070,26181.8,3,8.253,765.1,B,普通企业,住宿和餐饮业,9 years,1,1,2015/10/1,4,140,8,10.32,0,631.818,789.773,20,0,0,27819.7,47.9231,1,0,1-Aug,4,1,10,0,6,24,14,0,0,0
1043925,243925,17018.2,3,9.537,455.71,B,上市企业,公共服务、社会组织,Optional Null,1,1,2015/1/1,4,238,22,34.0145,1,675,787.5,13,0,0,36882,63.3,0,0,Apr-83,4,1,8,0,6,27,7,3,6964,1
1012504,212504,31827.3,5,21.672,840.67,F,政府机构,农、林、牧、渔业,10+ years,0,1,2013/12/1,9,297,18,4.87273,0,807.273,941.818,2,0,0,14700,98,1,0,May-00,10,1,1,0,0,3,2,0,13290,1
1036959,236959,3000,3,15.763,103.02,C,政府机构,制造业,4 years,1,0,2013/6/1,0,29,19,29.83,0,552.273,690.341,10,1,1,5012,50.8615,1,0,2-Oct,259,1,8,0,3,10,6,0,0,0
1039481,239481,20454.5,5,23.99,719.06,F,普通企业,信息传输、软件和信息技术服务业,10+ years,0,1,2015/4/1,0,1,1,14.7545,1,720,840,11,1,0,15380.6,92,0,0,Aug-83,0,1,4,Optional Null,16,11,6,0,0,0
1046880,246880,15272.7,3,6.534,433.95,A,政府机构,交通运输、仓储和邮政业,1 year,1,1,2015/11/1,4,304,8,9.55455,0,829.091,967.273,8,0,0,9629.54,25.1077,0,0,4-Jan,4,1,5,0,3,11,7,3,3494,1
1010025,210025,10909.1,3,5.32,301.15,A,政府机构,国际组织,6 years,1,0,2016/3/1,5,124,13,11.64,0,700,816.667,11,0,0,12039.2,38.5,0,0,10-Oct,6,1,8,0,2,10,8,1,2092,1
1021499,221499,909.091,3,14.895,35.43,D,上市企业,金融业,10+ years,0,1,2015/4/1,5,386,19,13.41,0,747.273,934.091,5,0,0,15734.8,88.4308,0,0,Dec-88,6,1,4,0,4,6,4,0,0,0
1025416,225416,19090.9,5,18.9,473.44,E,普通企业,电力、热力生产供应业,10+ years,1,1,2012/10/1,2,51,13,1.61818,0,560.455,653.864,7,0,0,3636.77,30.8308,1,0,8-Oct,5,1,4,0,2,9,5,5,7256,1
1039213,239213,9818.18,3,13.959,402.54,C,普通企业,文化和体育业,10+ years,1,0,2015/4/1,0,736,31,28.56,0,609.091,761.364,14,0,0,11886,49.2,0,0,Oct-96,0,1,12,0,10,17,6,3,5273,1
1023283,223283,8181.82,3,9.135,323.38,B,普通企业,文化和体育业,1 year,1,0,2014/10/1,0,288,13,16.73,0,552.273,598.295,11,0,0,29507.3,99.6923,1,0,Mar-98,0,1,7,0,3,20,13,0,0,0
1022673,222673,7854.55,3,15.939,330.4,C,政府机构,住宿和餐饮业,10+ years,1,1,2016/8/1,4,32,21,3.02727,0,665,775.833,3,0,0,787,65.1538,0,0,1-Jan,4,1,1,0,19,3,1,3,2777,1
1013583,213583,11404.5,3,12.584,317.95,B,政府机构,电力、热力生产供应业,3 years,1,0,2014/11/1,0,277,8,14.5473,0,680,736.667,7,0,0,18169.6,75.3,0,0,Apr-93,0,1,6,0,2,11,5,0,0,0
1020811,220811,5454.55,3,11.241,167.25,B,政府机构,农、林、牧、渔业,10+ years,1,1,2014/8/1,5,317,36,14.87,2,604.545,705.303,11,1,1,2338.15,52.1538,0,0,Jul-97,6,1,4,0,5,29,9,0,1425,0
1017320,217320,9272.73,3,9.229,321.47,A,普通企业,公共服务、社会组织,10+ years,0,0,2014/7/1,0,2,2,4.90909,0,645.455,699.242,10,0,0,8747,35.7,1,0,1-Sep,0,1,4,0,5,11,8,3,4795,1
1039083,239083,22909.1,5,17.091,726.19,D,普通企业,金融业,3 years,0,0,2016/4/1,0,484,21,13.6964,0,636.364,689.394,13,0,0,17795.8,51.6923,0,0,10-Jun,0,1,9,0,4,10,7,3,9217,0
1028621,228621,11818.2,3,11.14,328.06,B,普通企业,房地产业,10+ years,1,0,2012/10/1,3,141,13,17.2145,0,640.909,801.136,15,0,0,20063,63.4154,0,0,May-93,2461,1,12,0,2,21,18,3,2123,1
1041818,241818,24000,5,12.99,545.96,C,上市企业,金融业,10+ years,0,0,2016/4/1,0,568,0,28.57,0,715,774.583,11,0,0,39674.9,66.1846,0,0,Oct-91,0,1,7,0,11,10,6,4,9121,1
1034641,234641,15709.1,3,7.579,443.91,A,普通企业,农、林、牧、渔业,2 years,1,0,2015/10/1,0,74,30,14.9818,3,780,975,11,0,0,18563.1,34.3385,0,0,Mar-95,0,1,5,0,2,22,15,0,0,0
1015285,215285,35000,5,26.07,1000.8,F,政府机构,批发和零售业,7 years,0,1,2013/11/1,0,99,8,5.22727,2,725.455,846.364,11,0,0,19543.8,65.8846,0,0,3-Jun,38,1,6,0,9,23,18,0,0,0
1002945,202945,28636.4,5,12.62,789.57,C,幼教与中小学校,国际组织,< 1 year,0,1,2017/10/1,4,115,8,11.7182,1,740,801.667,11,0,0,10409,26.0615,0,1,Jan-85,4,1,2,0,11,12,6,0,13345,1
1008668,208668,5000,3,16.522,173.38,C,政府机构,文化和体育业,< 1 year,1,0,2018/7/1,3,693,19,18.0218,0,774.545,903.636,7,0,0,16234.6,53.9538,1,0,1-Apr,3,1,4,0,4,7,3,1,737,0
1029295,229295,6363.64,3,6.012,215.12,A,普通企业,信息传输、软件和信息技术服务业,1 year,0,0,2015/4/1,2,89,3,4.56545,0,690,747.5,5,0,0,1648.77,17.7692,0,0,1-Mar,5,1,1,0,5,10,5,1,1233,1
1014566,214566,13090.9,3,11.48,395.6,B,政府机构,公共服务、社会组织,10+ years,0,1,2016/1/1,0,161,14,26.27,1,680,736.667,21,0,0,51953.1,73,0,0,Mar-95,0,1,11,0,11,28,17,3,5729,1
1045318,245318,4363.64,3,13.33,135.42,C,普通企业,建筑业,Optional Null,1,1,2015/6/1,4,17,13,20.6264,0,589.091,736.364,10,0,0,3867,12.6462,1,0,Aug-99,4,1,7,0,0,13,10,0,0,0
1047813,247813,6000,3,12.683,197.95,B,普通企业,住宿和餐饮业,6 years,1,0,2015/4/1,0,116,14,12.6,0,715,774.583,9,0,0,16382.3,54.4615,1,0,4-Sep,0,1,4,0,12,14,5,2,406,0
1030321,230321,15600,3,8.382,445.61,A,政府机构,批发和零售业,2 years,1,1,2013/4/1,0,17,13,23.5855,0,668.182,723.864,7,0,0,14771.5,76.1538,0,0,Oct-82,38,1,2,0,14,16,11,0,0,0
1035618,235618,2481.82,3,17.919,74.14,D,普通企业,住宿和餐饮业,10+ years,1,1,2016/2/1,0,47,17,10.0145,1,665,831.25,13,2,2,800,15.6923,1,0,4-Nov,0,1,5,0,4,16,3,0,0,0
1037718,237718,3272.73,3,10.296,98.85,B,普通企业,文化和体育业,10+ years,0,0,2015/1/1,7,157,8,20.4873,3,564.545,611.591,17,0,0,16187,85.8308,1,0,Apr-99,8,1,6,0,17,19,5,3,1387,1
1034614,234614,29550,5,18.18,786.19,E,政府机构,文化和体育业,2 years,1,1,2014/7/1,0,261,8,33.2509,0,720,900,15,0,0,29908,67.4,1,0,3-Oct,0,1,8,0,8,27,10,2,11581,1
1021539,221539,5727.27,3,13.332,232.91,B,幼教与中小学校,文化和体育业,10+ years,0,0,2012/11/1,0,97,12,18.54,0,690,805,13,0,0,9432.92,45.2,1,0,Jul-99,52068,1,6,0,8,7,3,3,3044,1
1038844,238844,7636.36,3,16.695,255.01,D,普通企业,交通运输、仓储和邮政业,5 years,0,1,2013/11/1,0,228,24,17.6073,2,609.091,761.364,13,1,1,4154.77,35.8615,1,0,Aug-96,51,1,7,0,4,18,10,3,838,1
1049627,249627,7527.27,3,17.27,329.25,C,普通企业,公共服务、社会组织,10+ years,0,1,2013/7/1,0,362,35,11.9,0,544.091,634.773,8,1,1,12741.9,87.8769,1,0,5-Apr,26,1,3,0,7,13,11,3,1013,1
1034526,234526,9090.91,3,12.69,335.45,C,世界五百强,金融业,< 1 year,1,1,2015/4/1,0,116,14,8.14091,0,685,799.167,8,0,0,7499,62.5,0,0,11-Jan,0,1,5,0,1,11,4,0,0,0
1001969,201969,4363.64,3,7.392,123,A,幼教与中小学校,采矿业,10+ years,0,1,2017/11/1,0,19,14,13.1727,0,755,880.833,13,0,0,8885,16.1,0,0,4-May,0,1,6,0,13,10,4,3,1114,1
1012978,212978,17727.3,3,12.12,499.08,B,政府机构,金融业,10+ years,0,0,2012/12/1,4,29,19,23.14,0,747.273,871.818,19,0,0,34802.3,69.2462,0,0,Nov-98,386,1,15,0,4,42,16,0,0,0
1003867,203867,12545.5,5,11.331,259.26,C,高等教育机构,住宿和餐饮业,4 years,1,0,2015/12/1,0,630,0,9.91,2,613.636,664.773,9,0,0,8276.31,41.4615,0,0,Dec-92,0,1,3,0,8,13,7,0,0,0
1047445,247445,2009.09,3,13.779,59.19,C,政府机构,金融业,5 years,0,1,2013/5/1,3,573,19,11.6945,0,730.909,913.636,9,0,0,4932,21.7,1,0,Sep-98,41851,1,4,0,17,8,6,1,631,0
1024667,224667,20454.5,3,16.335,864.8,C,世界五百强,信息传输、软件和信息技术服务业,7 years,0,1,2016/2/1,0,809,15,29.7,0,548.182,593.864,12,0,0,50444.2,98.3231,0,0,Aug-00,0,1,7,0,10,16,13,2,6599,1
1013374,213374,2802.27,3,11.997,115.95,C,幼教与中小学校,金融业,< 1 year,1,0,2015/7/1,0,161,14,12.1991,0,572.727,715.909,6,0,0,4128,66.9231,0,0,Oct-93,0,1,3,Optional Null,5,7,2,3,1322,1
1029340,229340,9090.91,3,12.683,329.91,B,高等教育机构,房地产业,7 years,1,0,2015/6/1,0,132,12,12.87,0,752.727,940.909,7,0,0,2316.92,28.3,1,0,7-Jul,0,1,4,0,4,8,7,0,4237,0
1028512,228512,10472.7,3,15.389,328.06,C,普通企业,农、林、牧、渔业,6 years,0,1,2015/7/1,8,86,35,28.7727,0,675,731.25,16,0,0,21540,73.2692,0,0,Dec-97,9,1,9,0,5,15,6,1,4519,0
1033213,233213,8909.09,3,5.616,299.21,A,政府机构,住宿和餐饮业,9 years,0,0,2015/8/1,2,53,19,16.54,0,790.909,856.818,9,1,1,3030,19.6154,0,0,3-Aug,5,1,4,0,5,6,2,3,1718,1
1030119,230119,7272.73,3,12.089,261.88,B,高等教育机构,金融业,10+ years,1,1,2015/11/1,4,134,8,15.0109,1,556.364,649.091,7,0,0,11375.5,59.8154,0,0,Sep-99,4,1,3,0,2,5,4,0,0,0
1049522,249522,9818.18,3,8.775,385.8,B,世界五百强,信息传输、软件和信息技术服务业,10+ years,1,1,2016/2/1,0,124,13,14.2609,0,544.091,589.432,16,0,0,26534.8,50.3077,0,0,Sep-95,0,1,8,0,8,19,8,2,3879,1
1001079,201079,4500,3,10.087,143.46,B,政府机构,公共服务、社会组织,5 years,1,0,2014/7/1,0,330,21,16.5355,0,564.545,658.636,7,0,0,3746.54,33.6923,0,0,4-May,0,1,3,0,20,4,1,0,0,0
1048887,248887,11781.8,3,5.427,328.71,A,幼教与中小学校,批发和零售业,5 years,0,0,2014/11/1,0,545,19,13.4018,0,625.909,730.227,12,0,0,8867.38,19.3846,1,0,Jun-00,0,1,4,0,9,24,15,1,4236,1
1023030,223030,32727.3,5,20.466,841.24,E,上市企业,交通运输、仓储和邮政业,10+ years,0,1,2016/11/1,0,167,8,17.7545,1,710,828.333,17,0,0,27351.7,50.4,0,0,Sep-98,0,1,11,0,4,22,7,0,0,0
1027413,227413,28636.4,5,15.31,838.36,C,普通企业,金融业,10+ years,0,1,2014/4/1,4,71,9,15.6682,0,580.909,677.727,14,0,0,36045,91.1077,1,0,1-Oct,4,1,6,0,8,13,5,4,5552,1
1042516,242516,20618.2,3,12.001,617.96,B,普通企业,文化和体育业,3 years,0,1,2017/8/1,0,2,2,10.2909,0,752.727,940.909,10,1,1,10855.4,70.5,0,0,4-Aug,0,1,4,0,12,9,3,0,0,0
1048220,248220,35454.5,3,15.61,1048.95,D,幼教与中小学校,电力、热力生产供应业,1 year,1,1,2015/9/1,4,248,11,18.8,0,645.455,699.242,16,0,0,68631,56.1923,0,0,Sep-92,4,1,9,0,1,23,12,2,1982,0
1017424,217424,17727.3,5,17.919,367.09,C,普通企业,公共服务、社会组织,7 years,1,1,2013/6/1,4,93,8,22.4673,0,568.636,616.023,8,0,0,18253,67.1077,1,0,5-Oct,4,1,6,0,2,9,6,0,0,0
1032393,232393,10150,3,12.089,332.25,B,政府机构,信息传输、软件和信息技术服务业,4 years,1,0,2015/5/1,4,131,6,12.0273,0,548.182,639.545,3,0,0,3059.08,93.9077,0,0,Aug-00,4,1,2,0,3,11,10,0,0,0
1047294,247294,20000,3,13.519,667.06,C,幼教与中小学校,金融业,2 years,1,1,2015/2/1,0,19,14,25.7018,0,622.727,778.409,13,0,0,24656.3,49.7538,1,0,Dec-00,0,1,7,0,8,13,7,0,0,0
1037739,237739,23000,3,10.791,763.82,B,幼教与中小学校,房地产业,10+ years,0,0,2017/11/1,4,203,30,8.95636,0,636.364,795.455,7,0,0,6272.31,51.9077,0,1,Sep-95,4,1,2,0,1,8,4,3,2734,1
1029895,229895,13636.4,3,12.99,421.12,C,普通企业,文化和体育业,1 year,1,0,2014/9/1,0,226,21,12.15,0,618.182,721.212,11,0,0,13295.8,59.2308,1,0,9-Oct,0,1,11,Optional Null,0,16,7,1,2718,0
1014319,214319,1963.64,3,9.49,57.66,B,政府机构,文化和体育业,10+ years,1,0,2015/1/1,0,29,19,24.6764,1,736.364,797.727,14,0,0,1773.46,19.7077,1,0,3-Oct,0,1,4,0,18,5,2,3,594,1
1003436,203436,21818.2,3,6.03,608.72,A,普通企业,信息传输、软件和信息技术服务业,3 years,0,1,2015/2/1,0,42,26,10.71,0,677.273,790.152,9,0,0,18574.2,44.7692,1,0,Oct-91,0,1,4,0,9,6,4,0,0,0
1006662,206662,7681.82,3,7.551,204.86,A,普通企业,电力、热力生产供应业,3 years,1,0,2014/7/1,4,26,18,13.7727,0,670,725.833,11,0,0,9919,54.8308,0,0,6-Mar,4,1,9,0,7,10,6,0,0,0
1043939,243939,12272.7,3,12.303,510.27,C,普通企业,建筑业,5 years,1,1,2016/3/1,0,97,12,20.4818,0,670,781.667,10,3,3,13022.8,62.9538,0,0,Sep-94,0,1,5,0,9,8,3,0,0,0
1038290,238290,7800,3,11.241,220.77,B,普通企业,金融业,10+ years,1,1,2014/5/1,2,302,30,1.54909,0,725.455,846.364,4,1,1,1173,33,0,0,Jun-98,5,1,3,0,0,20,17,3,1078,1
1041891,241891,20500,3,6.62,629.43,A,上市企业,金融业,9 years,0,1,2013/8/1,0,75,33,23.26,0,677.273,846.591,11,0,0,20292.7,62.6,1,0,Jan-95,28,1,3,0,9,15,7,0,5319,1
1037762,237762,7090.91,3,13.779,271.58,C,政府机构,信息传输、软件和信息技术服务业,3 years,1,1,2016/6/1,0,32,21,10.04,0,560.455,653.864,13,0,0,9175.38,23.2615,1,0,12-Nov,4,1,6,0,0,13,10,0,0,0
1018152,218152,4909.09,3,12.69,201.27,C,政府机构,采矿业,2 years,1,1,2015/7/1,0,277,8,20.8309,0,544.091,680.114,21,0,0,8210.46,66.9231,0,0,6-Aug,0,1,12,Optional Null,9,16,5,0,0,0
1000582,200582,13090.9,3,14.839,407.17,C,普通企业,公共服务、社会组织,10+ years,0,1,2016/8/1,0,590,8,24.8318,1,556.364,649.091,15,0,0,7916.31,64.6154,0,0,Aug-94,0,1,5,0,10,18,7,3,685,1
1020110,220110,29545.5,3,7.101,782.15,A,普通企业,金融业,< 1 year,0,1,2015/10/1,0,36,13,24.17,0,685,856.25,24,0,0,41260,42.9,1,0,6-Jul,0,1,11,0,12,47,25,1,4666,1
1034591,234591,7090.91,3,12.79,201.56,C,政府机构,交通运输、仓储和邮政业,5 years,0,1,2016/6/1,5,453,14,22.54,0,604.545,755.682,14,0,0,17554.2,59.2,0,0,6-Aug,6,1,7,0,16,19,6,0,2442,1
1024213,224213,14545.5,3,7.89,500.58,A,幼教与中小学校,公共服务、社会组织,10+ years,0,1,2016/5/1,0,208,28,5.15455,0,560.455,653.864,9,5,0,180305,3.9,0,0,Oct-96,0,1,4,0,4,14,11,1,3756,1
