loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,earlies_credit_mon,title,policy_code,f0,f1,f2,f3,f4,early_return,early_return_amount,early_return_amount_3mon,isDefault,guess
1022237,222237,32727.3,3,11.44,988.43,B,幼教与中小学校,交通运输、仓储和邮政业,10+ years,0,1,2016/12/1,2,89,3,19.8436,1,741.818,865.455,23,0,0,39013,61.3846,0,0,Oct-99,5,1,19,Optional Null,12,36,24,3,10864,3259.2,0,1
1034759,234759,13636.4,3,8.253,478.19,B,普通企业,金融业,10+ years,0,1,2015/3/1,0,337,14,22.59,0,580.909,726.136,19,0,0,11837.5,29.7231,1,0,2-Feb,0,1,8,0,14,19,10,1,5334,1066.8,0,0
1001629,201629,14181.8,3,5.32,361.38,A,普通企业,金融业,4 years,1,0,2016/4/1,0,31,2,10.44,0,780,975,20,0,0,10342,48.0308,0,0,Nov-99,0,1,3,0,21,5,5,0,4208,1262.4,0,0
1047631,247631,26413.6,3,12.74,750.27,C,普通企业,农、林、牧、渔业,4 years,1,1,2017/3/1,0,843,41,8.97273,2,700,816.667,14,1,0,18628.8,37.5,1,0,4-Feb,0,1,6,0,11,22,14,0,0,0,0,0
1021266,221266,5454.55,3,12.089,196.41,B,政府机构,信息传输、软件和信息技术服务业,10+ years,0,1,2016/8/1,0,103,36,6.20727,2,758.182,821.364,13,1,1,9769.62,42.5,1,0,Dec-00,0,1,10,0,2,28,11,0,0,0,0,0
1000901,200901,14004.5,5,19.22,308.84,D,政府机构,电力、热力生产供应业,10+ years,0,1,2014/1/1,0,591,40,16.33,0,720,780,8,1,1,8246.54,94.7308,1,0,Jul-00,0,1,5,0,8,15,13,0,0,0,0,0
1009958,209958,7090.91,3,13.59,203.88,C,上市企业,文化和体育业,4 years,1,1,2017/7/1,0,61,31,12.6818,1,613.636,767.045,13,0,0,6539,62.3538,0,0,5-Oct,0,1,3,0,26,9,6,0,995,99.5,0,0
1030141,230141,17786.4,5,17.991,398.65,D,普通企业,房地产业,10+ years,0,1,2016/10/1,10,149,22,1.51636,0,686.364,800.758,5,0,0,11578.2,17.9846,1,0,Sep-89,11,1,2,0,0,7,4,0,0,0,0,0
1020727,220727,22727.3,3,19.217,897.18,D,普通企业,信息传输、软件和信息技术服务业,10+ years,0,1,2018/3/1,2,108,21,50.2364,1,604.545,705.303,21,0,0,16914.5,51.2308,1,1,Sep-98,5,1,10,0,6,26,10,0,1135,340.5,0,0
1041560,241560,14181.8,3,16.074,432.99,D,政府机构,公共服务、社会组织,10+ years,0,0,2015/3/1,0,6,5,34.07,0,609.091,710.606,10,0,0,9316.15,81.8769,1,0,3-Jun,0,1,5,0,16,9,5,0,0,0,1,0
1046891,246891,17077.3,3,8.382,450.29,A,政府机构,房地产业,10+ years,1,1,2013/11/1,0,121,14,19.5927,0,760,886.667,13,0,0,9425.77,25.9615,1,0,May-99,26389,1,5,0,6,9,4,1,2490,498,0,0
1045555,245555,13863.6,5,15.8,369.24,C,普通企业,房地产业,10+ years,0,1,2013/3/1,0,156,18,18.0727,0,710,769.167,9,0,0,9953.54,90.6769,1,0,Dec-99,269,1,6,0,7,8,2,0,0,0,0,0
1009221,209221,10909.1,3,12.29,333.53,C,普通企业,农、林、牧、渔业,2 years,1,0,2015/6/1,0,660,23,16.1782,0,654.545,709.091,7,0,0,5068,43.3846,1,0,9-Jun,0,1,3,0,13,8,0,1,3210,321,0,0
1016938,216938,4363.64,3,17.127,146.69,D,政府机构,房地产业,< 1 year,0,0,2017/11/1,4,152,14,34.8655,1,670,725.833,15,0,0,10802.3,53.5,0,1,3-Apr,4,1,5,0,13,17,6,3,299,59.8,0,0
1038062,238062,11818.2,3,18,371.64,D,政府机构,建筑业,5 years,1,1,2017/12/1,5,196,14,4.21818,0,680,736.667,7,0,0,183,5.44615,1,0,13-May,6,1,2,0,5,5,2,3,778,233.4,0,0
1043592,243592,9090.91,3,6.408,309.32,A,政府机构,建筑业,10+ years,0,0,2014/9/1,4,72,10,7.18364,1,807.273,874.545,12,0,0,9914.77,30.6923,1,0,2-Nov,4,1,4,0,6,18,6,0,3163,632.6,0,0
1043703,243703,35000,3,9.67,1123.94,B,上市企业,信息传输、软件和信息技术服务业,5 years,0,1,2013/12/1,0,682,2,11.7091,0,740,863.333,13,0,0,10931,31.5,1,0,7-Jun,21827,1,7,0,7,15,8,2,5575,1115,0,0
1049050,249050,22727.3,5,17.589,607.82,C,上市企业,交通运输、仓储和邮政业,< 1 year,0,0,2017/2/1,4,19,14,22.2055,1,585,731.25,11,0,0,65670,44.0308,0,0,Jan-91,4,1,6,0,10,17,6,0,0,0,1,0
1035495,235495,20372.7,5,24.629,693.25,E,普通企业,电力、热力生产供应业,4 years,1,1,2016/7/1,0,100,4,21.6873,0,695,868.75,11,0,0,4141.85,33.8077,0,0,7-Oct,0,1,6,0,21,10,6,0,0,0,1,0
1015136,215136,38181.8,5,13.959,790.82,C,普通企业,信息传输、软件和信息技术服务业,< 1 year,0,1,2015/8/1,0,643,45,15.2818,0,680,736.667,29,0,0,22695,39.7,0,0,Oct-99,0,1,5,0,23,35,16,0,0,0,0,0
1049309,249309,13636.4,3,7.101,469.29,A,政府机构,建筑业,7 years,0,0,2016/3/1,4,430,7,18.89,0,747.273,934.091,15,0,0,20595.7,71.5,0,0,4-Dec,4,1,7,0,9,24,13,0,0,0,1,0
1005957,205957,5890.91,3,5.427,219.14,A,世界五百强,房地产业,10+ years,0,1,2013/5/1,2,134,8,7.69091,0,750,812.5,10,0,0,8507.69,0,1,0,Jun-95,41804,1,1,0,11,11,5,0,3253,0,0,0
1025753,225753,5111.36,3,11.539,140.56,B,上市企业,信息传输、软件和信息技术服务业,5 years,0,0,2016/10/1,3,420,4,7.34727,0,552.273,690.341,7,0,0,126.923,2.2,1,0,5-Jan,3,1,2,0,14,5,0,3,343,102.9,0,0
1023581,223581,6545.45,3,13.041,206.5,C,普通企业,电力、热力生产供应业,10+ years,0,1,2016/9/1,4,314,0,13.8927,0,654.545,818.182,7,0,0,16309.6,75.4154,0,0,Sep-96,4,1,3,0,3,8,5,3,1497,0,0,0
1008516,208516,21818.2,5,14.391,486.26,C,幼教与中小学校,金融业,1 year,0,1,2016/12/1,0,126,38,8.70545,0,675,843.75,6,1,1,1508.08,18.5538,0,0,Nov-97,0,1,2,0,6,8,2,0,0,0,0,0
1042348,242348,4909.09,3,10.087,191.28,B,幼教与中小学校,公共服务、社会组织,10+ years,1,1,2015/5/1,0,245,26,3.27273,1,604.545,705.303,8,3,0,3099.23,25.0385,1,0,Sep-87,0,1,3,0,3,10,5,1,1635,0,0,0
1012745,212745,15545.5,5,30.99,626.32,G,政府机构,制造业,9 years,1,1,2017/3/1,0,710,45,16.83,0,576.818,624.886,18,0,0,17855.8,32.4231,0,0,5-Dec,0,1,10,0,8,15,8,0,9341,934.1,0,0
1046746,246746,16363.6,3,8.261,622.22,A,上市企业,建筑业,Optional Null,0,1,2011/9/1,2,163,21,10.1536,0,713.636,832.576,14,0,0,4137,6.34615,1,0,Sep-76,94,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,1,5018,1505.4,0,0
1008270,208270,17454.5,5,17.028,414.35,D,普通企业,公共服务、社会组织,3 years,0,1,2014/3/1,0,358,21,17.7909,0,685,799.167,11,0,0,26712.9,105.969,1,0,3-Jan,0,1,8,0,4,17,13,0,1878,0,0,0
1036430,236430,13090.9,3,11.997,487.49,C,普通企业,批发和零售业,9 years,0,1,2015/7/1,0,473,8,10.0545,0,725.455,846.364,23,0,0,9795.69,33.7,0,0,6-Mar,0,1,10,0,8,22,11,0,0,0,1,0
1005804,205804,6545.45,3,15.763,206.03,C,政府机构,住宿和餐饮业,2 years,0,1,2013/6/1,0,142,0,24.72,0,690.909,748.485,11,0,0,5198.77,38.4231,0,0,Aug-90,39880,1,5,0,9,8,5,2,2711,271.1,0,0
1026221,226221,5236.36,3,11.539,155.99,B,政府机构,文化和体育业,4 years,1,1,2016/6/1,10,428,9,21.5564,4,720,900,8,0,0,3657.23,54.4615,1,0,Dec-00,11,1,3,0,32,12,7,2,1323,264.6,0,0
1048951,248951,7272.73,3,12.85,268.98,B,政府机构,采矿业,Optional Null,1,1,2014/2/1,0,580,40,16.48,0,796.364,929.091,6,0,0,1619.08,52.2462,0,0,Oct-87,0,1,3,0,7,4,2,3,79,23.7,0,0
1004881,204881,9090.91,5,10.503,220.79,B,高等教育机构,房地产业,1 year,1,1,2014/5/1,0,335,8,22.2791,0,609.545,711.136,9,0,0,10014.2,66.3385,0,0,Jul-93,0,1,5,0,7,17,8,0,3675,1102.5,0,0
1034482,234482,2100,3,7.931,65.05,A,普通企业,金融业,5 years,1,0,2018/7/1,7,238,22,8.53364,0,609.545,761.932,11,0,0,5613.23,16.9077,0,0,1-Feb,8,1,5,0,12,13,10,3,323,96.9,0,0
1034638,234638,8181.82,3,16.841,348.18,C,上市企业,建筑业,1 year,1,0,2012/7/1,4,354,26,10.9727,0,665,720.417,9,1,1,5773.85,80.1923,1,0,2-Apr,70,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,0,244,0,0,0
1031373,231373,7309.09,3,16.841,233.28,C,幼教与中小学校,金融业,5 years,1,1,2014/4/1,0,143,8,23.8636,0,540,675,10,0,0,5299.54,58.2615,1,0,10-Apr,0,1,7,0,6,9,3,0,0,0,1,0
1029988,229988,4545.45,3,14.784,169.54,C,政府机构,公共服务、社会组织,2 years,1,1,2016/1/1,10,282,7,29.7082,0,769.091,961.364,11,2,0,11649.2,66.2308,0,0,3-Apr,11,1,6,0,15,7,3,0,964,0,0,0
1015470,215470,15836.4,3,19.99,497.93,E,世界五百强,信息传输、软件和信息技术服务业,10+ years,0,1,2014/11/1,1,607,14,38.43,0,752.727,815.455,9,0,0,11864.5,40.7,1,0,Jun-88,1,1,2,0,23,17,13,0,0,0,0,0
1017403,217403,24000,5,18.689,596.34,D,普通企业,公共服务、社会组织,3 years,0,1,2016/8/1,0,27,12,13.13,0,730.909,852.727,13,2,1,17739.2,92.6154,0,0,3-May,0,1,8,Optional Null,4,12,4,0,0,0,1,0
1009955,209955,13090.9,3,7.11,375.49,A,政府机构,建筑业,10+ years,1,1,2013/11/1,3,161,14,18.6727,0,805,872.083,8,0,0,2352.92,13.5,1,0,Mar-92,3,1,3,0,8,10,6,3,518,103.6,0,0
1017873,217873,23961.4,5,14.663,464.76,C,普通企业,公共服务、社会组织,2 years,1,0,2015/8/1,4,123,12,11.5545,0,609.091,761.364,7,2,1,1267.54,36.1846,0,0,2-May,4,1,1,0,22,6,4,0,3181,954.3,0,0
1042446,242446,12727.3,3,14.65,482.92,C,上市企业,批发和零售业,10+ years,1,1,2015/5/1,0,251,8,10.4318,0,725.455,906.818,14,0,0,9322.92,35.4308,1,0,7-Nov,0,1,5,0,6,22,6,3,2284,228.4,0,0
1028439,228439,4000,3,19.03,146.69,D,幼教与中小学校,建筑业,Optional Null,1,1,2017/12/1,0,505,10,27.4909,0,631.818,737.121,9,0,0,8351.54,49.9692,0,0,1-Aug,0,1,4,0,5,13,9,3,1351,405.3,0,0
1024725,224725,35018.2,3,16.59,1137.92,D,普通企业,建筑业,6 years,0,1,2014/3/1,0,268,8,23.16,0,680,736.667,22,0,0,14949.2,72.1154,1,0,Apr-98,0,1,9,0,19,14,5,1,4394,1318.2,0,0
1020387,220387,15272.7,5,20.405,431.66,E,世界五百强,批发和零售业,7 years,1,1,2015/6/1,2,36,13,21.78,2,568.636,616.023,8,0,0,5331.85,61.2769,0,0,May-98,5,1,5,0,5,6,4,3,4004,800.8,0,0
1040158,240158,9450,3,15.026,321.43,C,幼教与中小学校,金融业,Optional Null,1,1,2014/11/1,0,167,8,31.0991,1,636.364,795.455,27,0,0,17344.6,15.7,0,0,Apr-86,0,1,17,0,1,44,22,0,0,0,1,0
1026556,226556,11818.2,3,11.539,324.98,B,普通企业,电力、热力生产供应业,1 year,0,1,2016/7/1,0,72,10,14.28,0,670,837.5,20,0,0,100584,88.4,0,0,Jan-98,0,1,16,0,14,29,18,0,0,0,1,0
1029748,229748,14727.3,3,11.176,582.17,B,普通企业,住宿和餐饮业,10+ years,0,0,2013/4/1,4,540,13,13.34,2,552.273,644.318,17,0,0,33920.9,72.6462,1,0,Sep-82,21493,1,7,0,6,26,9,3,3381,338.1,0,1
1036189,236189,4284.09,3,16.875,132.43,D,政府机构,金融业,10+ years,0,0,2013/6/1,4,434,2,13.8436,0,725.455,785.909,13,0,0,6140,90.8077,1,0,Apr-90,159,1,12,0,1,32,26,0,0,0,0,0
1027831,227831,30545.5,3,15.763,961.47,C,政府机构,建筑业,10+ years,1,1,2013/7/1,0,111,8,23.39,0,618.182,721.212,8,0,0,46287.7,81.4154,1,0,Jan-97,28,1,4,0,7,5,5,2,11772,2354.4,0,0
1007217,207217,23636.4,3,16.49,707.99,D,政府机构,文化和体育业,10+ years,0,1,2014/12/1,0,97,12,21.0764,3,736.364,859.091,31,1,0,12696,22.7077,1,0,Apr-95,0,1,13,0,4,35,12,0,0,0,1,0
1046356,246356,32727.3,5,13.545,952.65,C,普通企业,住宿和餐饮业,10+ years,0,1,2017/5/1,0,453,14,13.4364,0,727.273,848.485,18,0,0,1605,1.93846,0,0,Nov-87,0,1,3,0,16,23,13,0,0,0,0,0
1013391,213391,10975,3,19.646,396.01,D,上市企业,公共服务、社会组织,2 years,0,1,2014/11/1,0,223,12,9.52364,0,552.273,644.318,10,0,0,5370.62,32.7385,1,0,7-Apr,0,1,5,0,2,10,6,0,0,0,1,0
1036534,236534,5000,3,10.323,164.81,B,政府机构,金融业,1 year,1,1,2016/4/1,0,116,14,13.2791,1,685,742.083,14,0,0,61557.2,84.7,0,0,Oct-99,0,1,11,0,9,23,15,3,143,28.6,0,0
1029698,229698,16363.6,5,14.841,491.59,D,政府机构,文化和体育业,4 years,0,1,2015/1/1,2,663,0,15.8509,0,556.364,602.727,8,0,0,8397.69,55.9385,1,0,May-99,5,1,4,0,11,10,7,4,9635,0,0,0
1040797,240797,30175,3,16.074,1088.79,D,普通企业,金融业,6 years,0,1,2015/12/1,4,99,8,18.7745,0,618.182,669.697,10,1,1,8394,70.1538,1,0,Mar-00,4,1,5,Optional Null,13,5,4,0,0,0,1,0
1027599,227599,17454.5,3,7.579,493.23,A,上市企业,国际组织,10+ years,1,0,2015/10/1,0,140,8,22.01,0,589.091,736.364,24,0,0,5631.23,7.10769,0,0,3-Feb,0,1,6,0,16,29,17,3,7282,2184.6,0,0
1046998,246998,7454.55,3,18.205,290.52,D,幼教与中小学校,公共服务、社会组织,10+ years,0,1,2015/6/1,0,315,23,15.4555,1,665,775.833,6,0,0,15863.1,105.808,1,0,Oct-84,0,1,4,0,4,7,5,0,0,0,1,0
1046544,246544,22909.1,5,18.99,544.64,D,普通企业,电力、热力生产供应业,5 years,0,1,2016/3/1,0,31,2,4.62,0,576.818,624.886,14,0,0,9796.77,21.9231,0,0,10-Jul,0,1,5,0,1,17,11,0,0,0,1,0
1018804,218804,9090.91,3,7.97,313.23,A,普通企业,电力、热力生产供应业,6 years,0,1,2017/10/1,0,480,8,9.76091,0,705,881.25,8,1,0,5723.08,32.5231,0,0,7-Feb,0,1,6,0,2,6,4,0,3750,0,0,0
1044325,244325,27272.7,3,27.441,1281.62,F,政府机构,金融业,3 years,1,1,2016/12/1,6,29,19,27.1091,0,548.182,593.864,6,1,1,6010.38,80.1923,0,1,3-Nov,7,1,2,0,4,10,4,0,0,0,1,0
1041603,241603,13090.9,5,17.622,389.26,C,普通企业,国际组织,< 1 year,0,1,2017/9/1,0,481,0,26.9091,0,600,650,10,1,1,12301.7,45,0,0,4-Oct,0,1,7,0,13,10,3,0,0,0,1,0
1008353,208353,32000,3,8.679,1001.15,A,普通企业,交通运输、仓储和邮政业,10+ years,0,1,2016/5/1,0,118,20,22.7782,0,580.909,629.318,24,0,0,28984.6,33.5077,0,0,2-May,0,1,11,0,12,28,17,0,0,0,0,0
1003922,203922,8181.82,5,16.522,238.01,C,普通企业,采矿业,2 years,1,1,2018/9/1,0,4,3,25.3964,0,710,828.333,12,0,0,20517.7,51.3462,0,0,15-Mar,0,1,7,0,5,11,6,0,4446,889.2,0,0
1008268,208268,9000,3,4.788,271.04,A,普通企业,文化和体育业,8 years,0,0,2015/12/1,0,145,8,20.22,0,650,758.333,11,0,0,22752.2,69.7846,0,0,Jul-91,0,1,3,0,15,14,8,3,2444,488.8,0,0
1013567,213567,33950,3,18.25,1231.64,D,普通企业,文化和体育业,10+ years,0,1,2013/12/1,2,137,32,10.4155,0,812.727,1015.91,12,1,0,754,3.23077,1,0,Sep-92,289,1,2,0,6,19,10,3,1443,0,0,0
1012604,212604,35000,5,11.997,802.29,C,普通企业,建筑业,10+ years,0,1,2015/5/1,0,347,14,10.98,0,807.273,941.818,9,0,0,35677.8,78.1,0,0,2-Feb,0,1,3,0,9,12,5,4,5262,1052.4,0,0
1019435,219435,12727.3,5,15.389,325.69,C,普通企业,公共服务、社会组织,10+ years,0,1,2017/1/1,0,400,17,23.8909,2,604.545,705.303,9,0,0,11184,92.3077,0,0,Apr-88,0,1,6,Optional Null,3,16,7,5,3296,0,0,0
1042365,242365,8727.27,3,13.35,270.91,C,普通企业,采矿业,2 years,0,0,2014/5/1,2,495,14,7.95,2,680,850,8,0,0,3468.77,18.9,0,0,4-Oct,5,1,5,0,4,15,9,3,909,90.9,0,0
1005479,205479,33600,3,17.568,1240.5,E,政府机构,房地产业,2 years,1,1,2014/9/1,0,185,3,20.3455,0,665,831.25,13,0,0,16191,78.2769,1,0,6-May,0,1,6,0,10,11,7,0,0,0,0,0
1033652,233652,28275,3,23.639,907.41,D,普通企业,电力、热力生产供应业,10+ years,1,1,2016/8/1,0,103,36,21.6182,0,675,787.5,9,0,0,31227.5,109.385,0,0,2-Oct,0,1,6,0,10,15,9,3,940,0,0,0
1022081,222081,31818.2,3,9.675,1141.72,B,政府机构,文化和体育业,10+ years,0,1,2016/6/1,0,484,21,19.27,0,618.182,772.727,28,0,0,48932.2,49.9615,1,0,1-Aug,0,1,15,0,6,31,17,3,859,171.8,0,0
1046175,246175,25000,5,23.99,719.06,E,幼教与中小学校,电力、热力生产供应业,6 years,0,1,2016/5/1,9,505,10,13.14,0,700,875,7,0,0,5969,79.1538,0,0,11-Aug,10,1,4,0,4,5,4,1,2215,0,0,0
1019470,219470,18909.1,5,14.661,391.56,D,政府机构,金融业,7 years,1,1,2014/8/1,4,197,4,19.4545,0,548.182,639.545,10,1,1,23612.3,110.077,0,0,Jan-96,4,1,6,0,3,11,11,4,3006,0,0,0
1013623,213623,9286.36,5,21.99,313.42,E,政府机构,信息传输、软件和信息技术服务业,4 years,0,1,2014/3/1,0,165,17,27.6818,1,560.455,700.568,21,0,0,11598.5,40,1,0,5-Feb,0,1,4,0,20,6,3,3,3974,794.8,0,0
1001803,201803,6545.45,3,14.49,247.8,C,政府机构,公共服务、社会组织,2 years,1,1,2016/9/1,9,153,11,18.1909,1,622.727,674.621,13,1,1,9048.92,45.2308,1,0,Mar-93,10,1,4,0,5,14,2,0,0,0,1,0
1012011,212011,4090.91,3,14.48,172.06,C,普通企业,农、林、牧、渔业,7 years,1,1,2015/12/1,5,125,9,24.7091,0,654.545,709.091,13,1,1,5875.69,30.5769,1,0,Nov-91,6,1,7,0,1,14,3,0,0,0,0,0
1012359,212359,22400,3,20.89,842.66,D,政府机构,电力、热力生产供应业,6 years,1,0,2018/8/1,4,31,2,17.6236,1,736.364,920.455,13,1,1,7760,26.9,1,0,3-Oct,4,1,7,0,38,10,2,1,4751,475.1,0,0
1034546,234546,26000,3,5.427,669.59,A,幼教与中小学校,信息传输、软件和信息技术服务业,10+ years,0,1,2014/10/1,0,116,14,12.0191,0,650.455,704.659,14,0,0,30585,28.1538,0,0,Aug-96,0,1,10,0,6,22,13,1,9661,966.1,0,0
1027236,227236,13090.9,3,17.149,419.46,D,普通企业,公共服务、社会组织,3 years,0,1,2015/1/1,0,275,8,16.5927,0,747.273,809.545,13,1,1,6959,31.3846,1,0,1-Apr,0,1,11,Optional Null,11,26,14,0,0,0,0,0
1006360,206360,35454.5,5,21.989,794.65,E,上市企业,制造业,2 years,0,1,2015/10/1,0,230,2,22.1818,0,690,747.5,12,0,0,30725,90.2,0,0,Jan-92,0,1,5,0,4,15,6,1,7551,755.1,0,0
1045569,245569,10909.1,3,8.998,377.04,B,普通企业,交通运输、仓储和邮政业,10+ years,1,0,2015/8/1,4,4,3,18.8455,0,736.364,920.455,13,1,1,11344.3,42.5,1,0,2-Jun,4,1,6,0,12,19,15,1,1168,350.4,0,0
1039917,239917,28363.6,5,16.2,586.19,C,普通企业,金融业,10+ years,0,1,2013/11/1,4,65,19,19.9545,0,736.364,859.091,10,1,1,16544.8,72.1,1,0,Sep-92,4,1,4,0,3,11,6,4,3456,0,0,0
1011810,211810,27272.7,3,16.489,866.52,C,普通企业,文化和体育业,3 years,0,1,2015/1/1,4,418,45,14.6782,0,665,775.833,14,0,0,79104.9,72.6923,0,0,Jun-83,4,1,11,Optional Null,9,27,17,0,697,139.4,0,0
1045517,245517,3545.45,3,17.99,108.45,D,高等教育机构,房地产业,10+ years,0,1,2017/3/1,0,590,8,1.36364,0,660,825,5,1,1,3550.15,30.4769,1,0,Nov-92,0,1,3,0,10,12,8,1,871,174.2,0,0
1026857,226857,26181.8,3,7.89,750.86,A,普通企业,房地产业,4 years,1,1,2015/7/1,0,157,8,0.981818,0,829.091,898.182,4,0,0,1525,8.07692,1,0,9-Sep,0,1,3,0,1,4,3,0,0,0,0,0
1023541,223541,39709.1,3,15.31,1169.87,C,普通企业,金融业,7 years,0,1,2014/4/1,0,617,9,28.0964,0,752.727,878.182,20,0,0,52055.2,75.3846,0,0,Dec-82,0,1,11,Optional Null,24,30,12,0,0,0,0,0
1025148,225148,20454.5,5,12.348,348.59,C,上市企业,住宿和餐饮业,2 years,1,1,2010/11/1,1,705,19,6.54,1,740,925,20,0,0,1156,2.30769,1,0,Jan-91,11384,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,0,0,0,0,0
1010573,210573,20761.4,5,20.889,658.11,D,上市企业,公共服务、社会组织,8 years,1,1,2016/11/1,0,138,0,16.01,2,670,837.5,17,0,0,6614,109.631,0,0,Sep-00,0,1,3,0,32,15,7,0,0,0,0,0
1010844,210844,4727.27,3,8.991,129.05,B,普通企业,金融业,10+ years,1,0,2015/4/1,2,51,13,19.9964,0,725.455,785.909,11,1,0,8351,65.5385,1,0,Jul-96,5,1,8,0,5,17,11,0,0,0,0,0
1027479,227479,19090.9,5,15.8,508.46,C,幼教与中小学校,电力、热力生产供应业,10+ years,1,1,2013/4/1,0,290,18,20.2691,0,552.273,644.318,18,0,0,27386.8,76.5692,0,0,Jul-81,1312,1,11,0,22,30,14,0,0,0,0,0
1022860,222860,7272.73,3,9.819,261.57,B,政府机构,电力、热力生产供应业,1 year,1,0,2017/8/1,4,217,22,20.9209,0,636.364,742.424,16,0,0,15952.5,100.369,1,0,2-Jan,4,1,4,0,28,6,3,0,3241,324.1,0,0
1030091,230091,12272.7,3,9.16,478.12,B,普通企业,房地产业,10+ years,0,1,2016/2/1,0,401,24,20.7818,1,705,822.5,18,0,0,34478,46.9538,0,0,May-99,0,1,11,0,5,25,11,0,0,0,0,0
1023080,223080,30909.1,3,17.991,1263.39,D,政府机构,农、林、牧、渔业,8 years,1,1,2016/11/1,0,678,2,29.7818,1,741.818,865.455,15,0,0,24362.8,84.1154,0,0,Oct-97,0,1,5,0,20,13,6,3,10466,1046.6,0,0
1030280,230280,12556.8,3,15.763,364.85,C,政府机构,文化和体育业,4 years,0,0,2013/1/1,0,223,12,22.5164,0,622.727,674.621,4,0,0,11413.2,64.8,1,0,Feb-74,38,1,2,0,2,7,5,3,160,32,0,0
1042472,242472,41363.6,3,21.989,1300.55,E,政府机构,电力、热力生产供应业,5 years,1,1,2016/3/1,2,2,2,10.6036,0,741.818,803.636,9,0,0,906.769,4.33846,0,0,9-Nov,5,1,4,0,8,5,3,1,2377,713.1,0,0
1025886,225886,10909.1,3,9.75,321.5,B,普通企业,文化和体育业,8 years,0,0,2016/3/1,2,25,13,7.87091,0,576.818,721.023,10,0,0,9863.08,51.9,0,0,12-Feb,5,1,5,0,4,8,6,0,0,0,0,0
1035608,235608,11818.2,3,14.09,444.88,B,政府机构,建筑业,9 years,1,0,2012/8/1,0,64,14,18.7418,2,631.818,684.47,20,0,0,15662.8,36.2308,1,0,May-92,22915,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,0,1145,114.5,0,0
1045583,245583,15600,3,15.61,500,C,普通企业,电力、热力生产供应业,2 years,1,0,2013/12/1,0,722,3,5.49818,0,640.909,694.318,9,0,0,10682.3,44.3,1,0,8-Mar,21734,1,3,0,2,11,7,3,1497,449.1,0,0
1004550,204550,43636.4,3,12.231,1359.16,C,普通企业,住宿和餐饮业,< 1 year,1,1,2017/9/1,4,19,14,56.7,0,636.364,689.394,14,0,0,38548.5,73.1,0,1,May-84,4,1,6,0,10,15,11,0,0,0,0,0
1020714,220714,28636.4,3,15.61,1223.77,D,政府机构,公共服务、社会组织,3 years,0,1,2014/10/1,0,188,23,9.15545,1,675,843.75,18,1,1,23396.3,68.1923,1,0,Jul-99,0,1,8,0,18,23,14,2,4992,998.4,0,0
1017121,217121,15709.1,5,9.064,391.52,B,普通企业,电力、热力生产供应业,10+ years,1,0,2016/12/1,0,343,27,7.36364,0,663.636,829.545,11,1,1,37483.4,76.6769,0,0,2-Oct,0,1,8,0,10,13,4,1,3951,790.2,0,0
1043146,243146,11636.4,3,12.62,428.95,C,普通企业,文化和体育业,10+ years,0,1,2017/9/1,0,97,12,13.44,5,685,742.083,15,0,0,30275,88.2692,0,0,3-Jul,0,1,8,0,4,23,14,0,1611,0,0,0
1026629,226629,25909.1,5,20.064,727.44,D,普通企业,房地产业,10+ years,1,1,2014/5/1,0,614,3,24.9818,0,780,910,9,0,0,33769,78.1154,1,0,Apr-99,0,1,7,0,6,20,14,0,0,0,0,0
1021895,221895,9818.18,5,9.576,258.76,B,普通企业,制造业,10+ years,1,0,2015/12/1,0,142,0,34.6473,0,763.636,954.545,7,0,0,22935.7,90.6462,0,0,Oct-89,0,1,3,0,10,7,1,0,0,0,1,0
1024298,224298,14727.3,5,15.1,321.88,C,上市企业,房地产业,10+ years,0,1,2013/10/1,0,447,30,7.3,0,564.545,658.636,8,0,0,16246.2,50.4923,1,0,4-Jan,51,1,7,0,0,10,4,0,0,0,0,0
1003866,203866,18909.1,5,21.97,441.63,E,上市企业,批发和零售业,5 years,0,0,2016/2/1,0,507,19,30.9273,0,548.182,639.545,17,0,0,16747.4,100.615,0,0,Jun-00,0,1,9,0,5,27,17,0,0,0,1,0
1045760,245760,16000,3,9.891,523.75,B,政府机构,文化和体育业,3 years,0,0,2016/8/1,0,231,43,20.7655,0,747.273,809.545,25,0,0,10079,71.7692,1,0,4-Mar,0,1,5,0,40,13,5,1,3042,0,0,0
1046212,246212,8181.82,3,13.23,338.05,C,普通企业,金融业,4 years,1,0,2010/7/1,0,468,0,16.86,0,631.818,737.121,9,0,0,11002.9,67.5231,1,0,2-Sep,191,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,1,1285,128.5,0,0
1025515,225515,4363.64,3,12.089,130.94,B,政府机构,住宿和餐饮业,8 years,1,0,2015/5/1,4,75,33,14.89,0,695,810.833,8,0,0,5070.15,69.6923,1,0,2-Dec,4,1,6,0,2,7,4,1,640,64,0,0
